dataset,frequency,term,scope,window_config,context_limit,prediction_length,generated_queries,channel_windows,values,finite_values,nan_values,positive_infinity_values,negative_infinity_values,nonfinite_values,nonfinite_channel_windows,constant_channel_windows,all_nonfinite_channel_windows
Port_Activity,D,all,context,"L=8192,H=30",8192,30,1188,2376,4578552,4578552,0,0,0,0,0,0,0
Port_Activity,D,all,context,"L=full,H=30",,30,1188,2376,4578552,4578552,0,0,0,0,0,0,0
Port_Activity,D,all,query,H=30,,30,1188,2376,71280,71280,0,0,0,0,0,0,0
Port_Activity,W,all,context,"L=2048,H=13",2048,13,396,792,215028,215028,0,0,0,0,0,0,0
Port_Activity,W,all,context,"L=4096,H=13",4096,13,396,792,215028,215028,0,0,0,0,0,0,0
Port_Activity,W,all,context,"L=8192,H=13",8192,13,396,792,215028,215028,0,0,0,0,0,0,0
Port_Activity,W,all,context,"L=full,H=13",,13,396,792,215028,215028,0,0,0,0,0,0,0
Port_Activity,W,all,query,H=13,,13,396,792,10296,10296,0,0,0,0,0,0,0
SG_Carpark,15T,all,context,"L=2048,H=16",2048,16,14868,14868,30449664,30090000,359664,0,0,359664,14868,0,0
SG_Carpark,15T,all,context,"L=2048,H=672",2048,672,354,354,724992,716850,8142,0,0,8142,354,0,0
SG_Carpark,15T,all,context,"L=2048,H=96",2048,96,2478,2478,5074944,5015826,59118,0,0,59118,2478,0,0
SG_Carpark,15T,all,context,"L=4096,H=16",4096,16,14868,14868,60899328,60207612,691716,0,0,691716,14868,0,0
SG_Carpark,15T,all,context,"L=4096,H=672",4096,672,354,354,1449984,1434054,15930,0,0,15930,354,0,0
SG_Carpark,15T,all,context,"L=4096,H=96",4096,96,2478,2478,10149888,10036254,113634,0,0,113634,2478,0,0
SG_Carpark,15T,all,context,"L=8192,H=16",8192,16,14868,14868,121798656,120392568,1406088,0,0,1406088,14868,0,0
SG_Carpark,15T,all,context,"L=8192,H=672",8192,672,354,354,2899968,2866692,33276,0,0,33276,354,0,0
SG_Carpark,15T,all,context,"L=8192,H=96",8192,96,2478,2478,20299776,20065782,233994,0,0,233994,2478,0,0
SG_Carpark,15T,all,context,"L=full,H=16",,16,14868,14868,210397068,208022790,2374278,0,0,2374278,14868,0,0
SG_Carpark,15T,all,context,"L=full,H=672",,672,354,354,4893342,4838472,54870,0,0,54870,354,0,0
SG_Carpark,15T,all,context,"L=full,H=96",,96,2478,2478,34967058,34573410,393648,0,0,393648,2478,0,0
SG_Carpark,15T,all,query,H=16,,16,14868,14868,237888,235056,2832,0,0,2832,2832,576,0
SG_Carpark,15T,all,query,H=672,,672,354,354,237888,235056,2832,0,0,2832,354,0,0
SG_Carpark,15T,all,query,H=96,,96,2478,2478,237888,235056,2832,0,0,2832,2478,0,0
SG_PM25,H,all,context,"L=2048,H=168",2048,168,13,65,133120,133116,4,0,0,4,4,0,0
SG_PM25,H,all,context,"L=2048,H=24",2048,24,92,460,942080,942058,22,0,0,22,22,0,0
SG_PM25,H,all,context,"L=2048,H=72",2048,72,30,150,307200,307192,8,0,0,8,8,0,0
SG_PM25,H,all,context,"L=4096,H=168",4096,168,13,65,266240,265622,618,0,0,618,49,0,0
SG_PM25,H,all,context,"L=4096,H=24",4096,24,92,460,1884160,1879863,4297,0,0,4297,320,0,0
SG_PM25,H,all,context,"L=4096,H=72",4096,72,30,150,614400,612945,1455,0,0,1455,106,0,0
SG_PM25,H,all,context,"L=8192,H=168",8192,168,13,65,532480,530446,2034,0,0,2034,65,0,0
SG_PM25,H,all,context,"L=8192,H=24",8192,24,92,460,3768320,3754449,13871,0,0,13871,460,0,0
SG_PM25,H,all,context,"L=8192,H=72",8192,72,30,150,1228800,1224170,4630,0,0,4630,150,0,0
SG_PM25,H,all,context,"L=full,H=168",,168,13,65,2436720,2350231,86489,0,0,86489,65,0,0
SG_PM25,H,all,context,"L=full,H=24",,24,92,460,17283120,16671044,612076,0,0,612076,460,0,0
SG_PM25,H,all,context,"L=full,H=72",,72,30,150,5628600,5429010,199590,0,0,199590,150,0,0
SG_PM25,H,all,query,H=168,,168,13,65,10920,10920,0,0,0,0,0,0,0
SG_PM25,H,all,query,H=24,,24,92,460,11040,11040,0,0,0,0,0,0,0
SG_PM25,H,all,query,H=72,,72,30,150,10800,10800,0,0,0,0,0,0,0
SG_Weather,D,all,context,"L=2048,H=14",2048,14,156,624,1277952,1218934,59018,0,0,59018,624,0,0
SG_Weather,D,all,context,"L=2048,H=3",2048,3,732,2928,5996544,5719859,276685,0,0,276685,2928,0,0
SG_Weather,D,all,context,"L=2048,H=7",2048,7,312,1248,2555904,2437876,118028,0,0,118028,1248,0,0
SG_Weather,D,all,context,"L=4096,H=14",4096,14,156,624,1723488,1633818,89670,0,0,89670,624,0,0
SG_Weather,D,all,context,"L=4096,H=3",4096,3,732,2928,8106168,7684826,421342,0,0,421342,2928,0,0
SG_Weather,D,all,context,"L=4096,H=7",4096,7,312,1248,3451344,3271870,179474,0,0,179474,1248,0,0
SG_Weather,D,all,context,"L=8192,H=14",8192,14,156,624,1723488,1633818,89670,0,0,89670,624,0,0
SG_Weather,D,all,context,"L=8192,H=3",8192,3,732,2928,8106168,7684826,421342,0,0,421342,2928,0,0
SG_Weather,D,all,context,"L=8192,H=7",8192,7,312,1248,3451344,3271870,179474,0,0,179474,1248,0,0
SG_Weather,D,all,context,"L=full,H=14",,14,156,624,1723488,1633818,89670,0,0,89670,624,0,0
SG_Weather,D,all,context,"L=full,H=3",,3,732,2928,8106168,7684826,421342,0,0,421342,2928,0,0
SG_Weather,D,all,context,"L=full,H=7",,7,312,1248,3451344,3271870,179474,0,0,179474,1248,0,0
SG_Weather,D,all,query,H=14,,14,156,624,8736,8444,292,0,0,292,88,0,2
SG_Weather,D,all,query,H=3,,3,732,2928,8784,8492,292,0,0,292,145,13,66
SG_Weather,D,all,query,H=7,,7,312,1248,8736,8444,292,0,0,292,92,0,26
Smart_Manufacturing,H,all,context,"L=2048,H=168",2048,168,68,340,480730,341670,139060,0,0,139060,340,0,0
Smart_Manufacturing,H,all,context,"L=2048,H=24",2048,24,476,2380,3536470,2513385,1023085,0,0,1023085,2380,0,0
Smart_Manufacturing,H,all,context,"L=2048,H=336",2048,336,34,170,226085,160675,65410,0,0,65410,170,0,0
Smart_Manufacturing,H,all,context,"L=4096,H=168",4096,168,68,340,480730,341670,139060,0,0,139060,340,0,0
Smart_Manufacturing,H,all,context,"L=4096,H=24",4096,24,476,2380,3536470,2513385,1023085,0,0,1023085,2380,0,0
Smart_Manufacturing,H,all,context,"L=4096,H=336",4096,336,34,170,226085,160675,65410,0,0,65410,170,0,0
Smart_Manufacturing,H,all,context,"L=8192,H=168",8192,168,68,340,480730,341670,139060,0,0,139060,340,0,0
Smart_Manufacturing,H,all,context,"L=8192,H=24",8192,24,476,2380,3536470,2513385,1023085,0,0,1023085,2380,0,0
Smart_Manufacturing,H,all,context,"L=8192,H=336",8192,336,34,170,226085,160675,65410,0,0,65410,170,0,0
Smart_Manufacturing,H,all,context,"L=full,H=168",,168,68,340,480730,341670,139060,0,0,139060,340,0,0
Smart_Manufacturing,H,all,context,"L=full,H=24",,24,476,2380,3536470,2513385,1023085,0,0,1023085,2380,0,0
Smart_Manufacturing,H,all,context,"L=full,H=336",,336,34,170,226085,160675,65410,0,0,65410,170,0,0
Smart_Manufacturing,H,all,query,H=168,,168,68,340,57120,40650,16470,0,0,16470,340,0,0
Smart_Manufacturing,H,all,query,H=24,,24,476,2380,57120,40650,16470,0,0,16470,2380,0,0
Smart_Manufacturing,H,all,query,H=336,,336,34,170,57120,40650,16470,0,0,16470,170,0,0
Supply_Chain_Customer,D,all,context,"L=2048,H=30",2048,30,12,432,780624,780624,0,0,0,0,0,0,0
Supply_Chain_Customer,D,all,context,"L=4096,H=30",4096,30,12,432,780624,780624,0,0,0,0,0,0,0
Supply_Chain_Customer,D,all,context,"L=8192,H=30",8192,30,12,432,780624,780624,0,0,0,0,0,0,0
Supply_Chain_Customer,D,all,context,"L=full,H=30",,30,12,432,780624,780624,0,0,0,0,0,0,0
Supply_Chain_Customer,D,all,query,H=30,,30,12,432,12960,12960,0,0,0,0,0,0,0
Supply_Chain_Location,D,all,context,"L=2048,H=30",2048,30,12,612,1105884,1105884,0,0,0,0,0,0,0
Supply_Chain_Location,D,all,context,"L=4096,H=30",4096,30,12,612,1105884,1105884,0,0,0,0,0,0,0
Supply_Chain_Location,D,all,context,"L=8192,H=30",8192,30,12,612,1105884,1105884,0,0,0,0,0,0,0
Supply_Chain_Location,D,all,context,"L=full,H=30",,30,12,612,1105884,1105884,0,0,0,0,0,0,0
Supply_Chain_Location,D,all,query,H=30,,30,12,612,18360,18360,0,0,0,0,0,0,0
US_Labor,M,all,context,"L=2048,H=12",2048,12,5,70,24080,24080,0,0,0,0,0,0,0
US_Labor,M,all,context,"L=4096,H=12",4096,12,5,70,24080,24080,0,0,0,0,0,0,0
US_Labor,M,all,context,"L=8192,H=12",8192,12,5,70,24080,24080,0,0,0,0,0,0,0
US_Labor,M,all,context,"L=full,H=12",,12,5,70,24080,24080,0,0,0,0,0,0,0
US_Labor,M,all,query,H=12,,12,5,70,840,840,0,0,0,0,0,0,0
US_Term_Structure,B,all,context,"L=2048,H=20",2048,20,35,1400,2867200,2748080,119120,0,0,119120,1400,0,0
US_Term_Structure,B,all,context,"L=4096,H=20",4096,20,35,1400,5734400,5498400,236000,0,0,236000,1400,0,0
US_Term_Structure,B,all,context,"L=8192,H=20",8192,20,35,1400,11468800,10975320,493480,0,0,493480,1400,0,0
US_Term_Structure,B,all,context,"L=full,H=20",,20,35,1400,12528600,11986600,542000,0,0,542000,1400,0,0
US_Term_Structure,B,all,query,H=20,,20,35,1400,28000,26800,1200,0,0,1200,920,0,0
Uncertainty_1M,M,all,context,"L=2048,H=6",2048,6,7,21,15876,15876,0,0,0,0,0,0,0
Uncertainty_1M,M,all,context,"L=4096,H=6",4096,6,7,21,15876,15876,0,0,0,0,0,0,0
Uncertainty_1M,M,all,context,"L=8192,H=6",8192,6,7,21,15876,15876,0,0,0,0,0,0,0
Uncertainty_1M,M,all,context,"L=full,H=6",,6,7,21,15876,15876,0,0,0,0,0,0,0
Uncertainty_1M,M,all,query,H=6,,6,7,21,126,126,0,0,0,0,0,0,0
Vehicle_Sales,M,all,context,"L=2048,H=12",2048,12,5,50,28000,28000,0,0,0,0,0,0,0
Vehicle_Sales,M,all,context,"L=4096,H=12",4096,12,5,50,28000,28000,0,0,0,0,0,0,0
Vehicle_Sales,M,all,context,"L=8192,H=12",8192,12,5,50,28000,28000,0,0,0,0,0,0,0
Vehicle_Sales,M,all,context,"L=full,H=12",,12,5,50,28000,28000,0,0,0,0,0,0,0
Vehicle_Sales,M,all,query,H=12,,12,5,50,600,600,0,0,0,0,0,0,0
Vehicle_Supply,M,all,context,"L=2048,H=12",2048,12,5,30,10650,10650,0,0,0,0,0,0,0
Vehicle_Supply,M,all,context,"L=4096,H=12",4096,12,5,30,10650,10650,0,0,0,0,0,0,0
Vehicle_Supply,M,all,context,"L=8192,H=12",8192,12,5,30,10650,10650,0,0,0,0,0,0,0
Vehicle_Supply,M,all,context,"L=full,H=12",,12,5,30,10650,10650,0,0,0,0,0,0,0
Vehicle_Supply,M,all,query,H=12,,12,5,30,360,360,0,0,0,0,0,0,0
WUI_Global,Q,all,context,"L=2048,H=4",2048,4,5,75,21150,20725,425,0,0,425,60,0,0
WUI_Global,Q,all,context,"L=4096,H=4",4096,4,5,75,21150,20725,425,0,0,425,60,0,0
WUI_Global,Q,all,context,"L=8192,H=4",8192,4,5,75,21150,20725,425,0,0,425,60,0,0
WUI_Global,Q,all,context,"L=full,H=4",,4,5,75,21150,20725,425,0,0,425,60,0,0
WUI_Global,Q,all,query,H=4,,4,5,75,300,300,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=2048,H=16",2048,16,630,3780,7741440,7741440,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=2048,H=288",2048,288,35,210,430080,430080,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=2048,H=96",2048,96,105,630,1290240,1290240,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=4096,H=16",4096,16,630,3780,15482880,15482880,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=4096,H=288",4096,288,35,210,860160,860160,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=4096,H=96",4096,96,105,630,2580480,2580480,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=8192,H=16",8192,16,630,3780,30786420,30786420,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=8192,H=288",8192,288,35,210,1707408,1707408,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=8192,H=96",8192,96,105,630,5128620,5128620,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=full,H=16",,16,630,3780,54815400,54815400,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=full,H=288",,288,35,210,3016740,3016740,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,context,"L=full,H=96",,96,105,630,9110700,9110700,0,0,0,0,0,0,0
Water_Quality_Darwin,15T,all,query,H=16,,16,630,3780,60480,60462,18,0,0,18,6,0,0
Water_Quality_Darwin,15T,all,query,H=288,,288,35,210,60480,60462,18,0,0,18,6,0,0
Water_Quality_Darwin,15T,all,query,H=96,,96,105,630,60480,60462,18,0,0,18,6,0,0
azure2019_D,5T,all,context,"L=2048,H=288",2048,288,2967,8901,18229248,18229248,0,0,0,0,0,0,0
azure2019_D,5T,all,context,"L=4096,H=288",4096,288,2967,8901,36458496,36458496,0,0,0,0,0,0,0
azure2019_D,5T,all,context,"L=8192,H=288",8192,288,2967,8901,71223171,71223171,0,0,0,0,0,0,0
azure2019_D,5T,all,context,"L=full,H=288",,288,2967,8901,71662140,71662140,0,0,0,0,0,0,0
azure2019_D,5T,all,query,H=288,,288,2967,8901,2563488,2563488,0,0,0,0,0,0,0
azure2019_I,5T,all,context,"L=2048,H=288",2048,288,1476,4428,9068544,9068544,0,0,0,0,0,0,0
azure2019_I,5T,all,context,"L=4096,H=288",4096,288,1476,4428,18137088,18137088,0,0,0,0,0,0,0
azure2019_I,5T,all,context,"L=8192,H=288",8192,288,1476,4428,35441430,35441430,0,0,0,0,0,0,0
azure2019_I,5T,all,context,"L=full,H=288",,288,1476,4428,35664786,35664786,0,0,0,0,0,0,0
azure2019_I,5T,all,query,H=288,,288,1476,4428,1275264,1275264,0,0,0,0,0,0,0
azure2019_U,5T,all,context,"L=2048,H=48",2048,48,468,1404,1738242,1738242,0,0,0,0,0,0,0
azure2019_U,5T,all,context,"L=4096,H=48",4096,48,468,1404,1738242,1738242,0,0,0,0,0,0,0
azure2019_U,5T,all,context,"L=8192,H=48",8192,48,468,1404,1738242,1738242,0,0,0,0,0,0,0
azure2019_U,5T,all,context,"L=full,H=48",,48,468,1404,1738242,1738242,0,0,0,0,0,0,0
azure2019_U,5T,all,query,H=48,,48,468,1404,67392,67392,0,0,0,0,0,0,0
current_velocity,10T,all,context,"L=2048,H=144",2048,144,150,900,1843200,1842960,240,0,0,240,120,0,0
current_velocity,10T,all,context,"L=2048,H=18",2048,18,1200,7200,14745600,14743644,1956,0,0,1956,978,0,0
current_velocity,10T,all,context,"L=2048,H=432",2048,432,50,300,614400,614328,72,0,0,72,36,0,0
current_velocity,10T,all,context,"L=4096,H=144",4096,144,150,900,3686400,3686100,300,0,0,300,150,0,0
current_velocity,10T,all,context,"L=4096,H=18",4096,18,1200,7200,29491200,29488680,2520,0,0,2520,1260,0,0
current_velocity,10T,all,context,"L=4096,H=432",4096,432,50,300,1228800,1228716,84,0,0,84,42,0,0
current_velocity,10T,all,context,"L=8192,H=144",8192,144,150,900,7073820,7073448,372,0,0,372,186,0,0
current_velocity,10T,all,context,"L=8192,H=18",8192,18,1200,7200,56681280,56678220,3060,0,0,3060,1530,0,0
current_velocity,10T,all,context,"L=8192,H=432",8192,432,50,300,2349300,2349192,108,0,0,108,54,0,0
current_velocity,10T,all,context,"L=full,H=144",,144,150,900,17564850,17562930,1920,0,0,1920,450,0,0
current_velocity,10T,all,context,"L=full,H=18",,18,1200,7200,140972400,140956920,15480,0,0,15480,3600,0,0
current_velocity,10T,all,context,"L=full,H=432",,432,50,300,5811750,5811126,624,0,0,624,150,0,0
current_velocity,10T,all,query,H=144,,144,150,900,129600,129576,24,0,0,24,12,0,0
current_velocity,10T,all,query,H=18,,18,1200,7200,129600,129576,24,0,0,24,12,0,0
current_velocity,10T,all,query,H=432,,432,50,300,129600,129576,24,0,0,24,12,0,0
current_velocity,15T,all,context,"L=2048,H=12",2048,12,600,3600,7372800,7372800,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=2048,H=288",2048,288,25,150,307200,307200,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=2048,H=96",2048,96,75,450,921600,921600,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=4096,H=12",4096,12,600,3600,13889748,13889748,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=4096,H=288",4096,288,25,150,572454,572454,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=4096,H=96",4096,96,75,450,1730742,1730742,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=8192,H=12",8192,12,600,3600,20440800,20440800,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=8192,H=288",8192,288,25,150,839280,839280,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=8192,H=96",8192,96,75,450,2543760,2543760,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=full,H=12",,12,600,3600,27997920,27997920,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=full,H=288",,288,25,150,1145880,1145880,0,0,0,0,0,0,0
current_velocity,15T,all,context,"L=full,H=96",,96,75,450,3480840,3480840,0,0,0,0,0,0,0
current_velocity,15T,all,query,H=12,,12,600,3600,43200,43200,0,0,0,0,0,16,0
current_velocity,15T,all,query,H=288,,288,25,150,43200,43200,0,0,0,0,0,0,0
current_velocity,15T,all,query,H=96,,96,75,450,43200,43200,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=2048,H=216",2048,216,135,810,1651986,1651986,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=2048,H=72",2048,72,405,2430,4959846,4959846,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=2048,H=9",2048,9,3240,19440,39691716,39691716,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=4096,H=216",4096,216,135,810,3037902,3037902,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=4096,H=72",4096,72,405,2430,9176064,9176064,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=4096,H=9",4096,9,3240,19440,73622100,73622100,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=8192,H=216",8192,216,135,810,4247430,4247430,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=8192,H=72",8192,72,405,2430,12878370,12878370,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=8192,H=9",8192,9,3240,19440,103503240,103503240,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=full,H=216",,216,135,810,4707870,4707870,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=full,H=72",,72,405,2430,14298570,14298570,0,0,0,0,0,0,0
current_velocity,20T,all,context,"L=full,H=9",,9,3240,19440,115000920,115000920,0,0,0,0,0,0,0
current_velocity,20T,all,query,H=216,,216,135,810,174960,174960,0,0,0,0,0,0,0
current_velocity,20T,all,query,H=72,,72,405,2430,174960,174960,0,0,0,0,0,0,0
current_velocity,20T,all,query,H=9,,9,3240,19440,174960,174960,0,0,0,0,0,61,0
current_velocity,5T,all,context,"L=2048,H=288",2048,288,15,90,184320,184320,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=2048,H=36",2048,36,120,720,1474560,1474560,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=2048,H=864",2048,864,5,30,61440,61440,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=4096,H=288",4096,288,15,90,368640,368640,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=4096,H=36",4096,36,120,720,2949120,2949120,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=4096,H=864",4096,864,5,30,122880,122880,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=8192,H=288",8192,288,15,90,737280,737280,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=8192,H=36",8192,36,120,720,5898240,5898240,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=8192,H=864",8192,864,5,30,245760,245760,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=full,H=288",,288,15,90,2176380,2176380,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=full,H=36",,36,120,720,17501760,17501760,0,0,0,0,0,0,0
current_velocity,5T,all,context,"L=full,H=864",,864,5,30,716820,716820,0,0,0,0,0,0,0
current_velocity,5T,all,query,H=288,,288,15,90,25920,25920,0,0,0,0,0,0,0
current_velocity,5T,all,query,H=36,,36,120,720,25920,25920,0,0,0,0,0,0,0
current_velocity,5T,all,query,H=864,,864,5,30,25920,25920,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=2048,H=168",2048,168,84,504,1006644,1006644,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=2048,H=24",2048,24,588,3528,7097322,7097322,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=2048,H=336",2048,336,42,252,498354,498354,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=4096,H=168",4096,168,84,504,1483992,1483992,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=4096,H=24",4096,24,588,3528,10580976,10580976,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=4096,H=336",4096,336,42,252,725868,725868,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=8192,H=168",8192,168,84,504,1553472,1553472,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=8192,H=24",8192,24,588,3528,11128320,11128320,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=8192,H=336",8192,336,42,252,755568,755568,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=full,H=168",,168,84,504,1553472,1553472,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=full,H=24",,24,588,3528,11128320,11128320,0,0,0,0,0,0,0
current_velocity,H,all,context,"L=full,H=336",,336,42,252,755568,755568,0,0,0,0,0,0,0
current_velocity,H,all,query,H=168,,168,84,504,84672,84672,0,0,0,0,0,0,0
current_velocity,H,all,query,H=24,,24,588,3528,84672,84672,0,0,0,0,0,0,0
current_velocity,H,all,query,H=336,,336,42,252,84672,84672,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=2048,H=168",2048,168,75,75,153600,153600,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=2048,H=24",2048,24,525,525,1075200,1075200,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=2048,H=72",2048,72,175,175,358400,358400,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=4096,H=168",4096,168,75,75,307200,307200,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=4096,H=24",4096,24,525,525,2150400,2150400,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=4096,H=72",4096,72,175,175,716800,716800,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=8192,H=168",8192,168,75,75,614400,614400,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=8192,H=24",8192,24,525,525,4300800,4300800,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=8192,H=72",8192,72,175,175,1433600,1433600,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=full,H=168",,168,75,75,3830400,3830400,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=full,H=24",,24,525,525,26850600,26850600,0,0,0,0,0,0,0
epf_electricity_price,H,all,context,"L=full,H=72",,72,175,175,8946000,8946000,0,0,0,0,0,0,0
epf_electricity_price,H,all,query,H=168,,168,75,75,12600,12600,0,0,0,0,0,0,0
epf_electricity_price,H,all,query,H=24,,24,525,525,12600,12600,0,0,0,0,0,0,0
epf_electricity_price,H,all,query,H=72,,72,175,175,12600,12600,0,0,0,0,0,0,0
